id,budget_cheap,budget_reasonable,budget_expensive,priority_food,priority_drink,priority_atmosphere,priority_speed,can_alone,cannot_alone,shop_name,genre,reservation,reservation_availability,address,transportation,bussiness_hours,regular_holiday,budget_from_user,budget_from_user_night_min,budget_from_user_night_max,budget_from_user_lunch_min,budget_from_user_lunch_max,budget_from_shop,budget_from_shop_night_min,budget_from_shop_night_max,budget_from_shop_lunch_min,budget_from_shop_lunch_max,card,capacity,capacity_number,private_room,parking,facility,mobile_phone,scene,service,1st_poster,last_poster,reserved,smoking,drinking,cuisine,location,HP,official_account,opening_date,contact,remark,child_accompanied,charge,course,free_drink_course,related_store,link,tel,dress_code,id,latitude,longitude,genre_oaiso,URL,genre_oaiso_s
256,0,3,0,3,0.4,0.4,0,0,3,玄品ふぐ 大井町の関,ふぐ、鍋（その他）、懐石・会席料理,no data,予約可,東京都品川区東大井5-7-10クレストワン　Ｂ１Ｆ,ＪＲ京浜東北線大井町駅東口徒歩3分大井町駅から321m,17:00-23:00　(LO21:30)※8/6(日)、7(月)は臨時休業日曜営業,火,"[夜]￥5,000～￥5,999",5000,5999,,,"[夜]￥5,000～￥5,999",5000,5999,,,可（JCB、AMEX、VISA、MASTER、Diners）,38席,38,無,無,落ち着いた空間、席が広い、座敷あり,no data,家族・子供と｜知人・友人と,お祝い・サプライズ可、子供可,oisiis（3）,no data,不可,全面喫煙可,日本酒あり、焼酎あり、ワインあり、カクテルあり、日本酒にこだわる、焼酎にこだわる、カクテルにこだわる,魚料理にこだわる、健康・美容メニューあり,no data,http://www.tettiri.com,no data,no data,no data,SAISON、QuickPay（カード、お財布ケータイ）可,可,no data,3000円～4000円のコース、4000円～5000円のコース、5000円～8000円のコース、8000円～10000円のコース,飲み放題,玄品ふぐの店舗一覧を見る,no data,no data,no data,256,35.607227,139.738033,高級和食,https://tabelog.com/tokyo/A1315/A131501/13027813/,懐石・会席料理
261,3,0,0,3,0,0,0.8,2,1,プロヴァンス,洋食、シチュー、ハンバーグ,no data,予約不可,東京都品川区東大井5-17-4,JR京浜東北線「大井町」駅中央口から徒歩2分JR京浜東北線・りんかい鉄道りんかいせん・東急大井町線「大井町」駅東口より徒歩2分大井町駅から160m,[月、水~土曜日]11:00~21:00[日曜日]12:00~21:00ランチ営業、日曜営業,火曜日,"[夜]￥1,000～￥1,999[昼]～￥999",1000,1999,0,999,no data,,,,,no data,no data,,無,無,落ち着いた空間、席が広い,docomo,家族・子供と｜知人・友人と,子供可,じむち（824）,チー・ブタホタテドリ（552）...店舗情報（'17/01/1516:50）RK（188）...店舗情報（'16/12/1805:55）編集履歴を詳しく見る,不可,全面喫煙可,ワインあり,no data,隠れ家レストラン,http://hwsa5.gyao.ne.jp/provence/index.html,no data,1968年,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,261,35.6067099,139.735772,洋食・西洋料理,https://tabelog.com/tokyo/A1315/A131501/13007367/,洋食
268,0,0,3,2,0,1.4,0,0,3,Osteria Tutto Sole,イタリアン,no data,予約可,東京都品川区大井1-49-12ライオンズマンション1F,ＪＲ京浜東北線大井町駅中央口から徒歩2分大井町駅から234m,ランチ　　11:30～14:30(L.O)ディナー　18:00～22:00(L.O)ランチ営業,日曜日,"[夜]￥10,000～￥14,999[昼]￥1,000～￥1,999",10000,14999,1000,1999,no data,,,,,no data,no data,,no data,no data,no data,no data,,no data,K.ハミルトン（2617）,フォルチュア（1）...店舗情報（'17/07/1208:22）編集履歴を詳しく見る,no data,no data,no data,no data,no data,no data,https://www.facebook.com/laciau.s/,2017年7月3日,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,268,35.6058336,139.7330701,洋食・西洋料理,,イタリアン
269,3,0,0,3,0,0,0.4,3,0,Hamburg diner maru,ハンバーグ、ステーキ、洋食,no data,,東京都品川区東大井5-23-13,大井町駅徒歩6分大井町駅から404m,11:30～14:3017:30～21:00(L.O20:30)日祝日：17:00～20:30ランチ営業、日曜営業,毎週火曜日、第２・４月曜日の夜,"[夜]￥1,000～￥1,999[昼]￥1,000～￥1,999",1000,1999,1000,1999,no data,,,,,不可,（カウンター10席、テーブル2卓6席、座敷席）,,無,無,カウンター席あり,docomo、au、SoftBank、Y!mobile,家族・子供と｜一人で入りやすい｜知人・友人と,子供可,K.ハミルトン（2617）,☆まっちゃん（3343）...店舗情報（'15/05/1611:54）編集履歴を詳しく見る,no data,全面喫煙可11:30～13:00は禁煙,no data,no data,no data,no data,no data,no data,no data,no data,no data,なし,no data,no data,no data,no data,no data,no data,269,35.6048268,139.7374664,洋食・西洋料理,https://tabelog.com/tokyo/A1315/A131501/13056640/,洋食
273,3,0,0,3,0.4,0,0,0,3,大栄,焼肉,no data,予約可,東京都品川区大井2-24-13,大井町駅東口から徒歩１５分下神明駅から591m,日曜営業,,"[夜]￥2,000～￥2,999",2000,2999,,,no data,,,,,no data,12席（テーブル4席、座敷8席）,12,無,no data,座敷あり,no data,知人・友人と,no data,オニポテスキー会長（3）,axx（2）...店舗情報（'14/06/0101:20）オニポテスキー会長（3）...店舗情報（'10/12/2714:54）編集履歴を詳しく見る,no data,全面喫煙可,日本酒あり,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,273,35.6040906,139.7294586,焼肉・ホルモン・鍋,https://tabelog.com/tokyo/A1315/A131501/13090709/,焼肉
274,0,3,0,0.8,3,0,0,1,2,魚菜　由良,割烹・小料理、魚介料理・海鮮料理,no data,予約可,東京都品川区大井1丁目21-5,ＪＲ京浜東北線　大井町駅西口より徒歩5分東急大井町線　大井町駅西口より徒歩5分りんかい線　大井町駅西口より徒歩5分大井町駅から245m,[月～土]17:30～23:30（ＬＯ23：00）,日曜、祝日,"[夜]￥5,000～￥5,999",5000,5999,,,no data,,,,,可（VISA、MASTER）,18席,18,無,無,落ち着いた空間、カウンター席あり,no data,知人・友人と,no data,おさこ（19）,マリノスケまりたろう（1）...店舗情報（'17/06/2913:55）Tucker（57）...店舗情報（'14/07/3110:19）編集履歴を詳しく見る,可,完全禁煙,日本酒あり、焼酎あり,魚料理にこだわる,no data,http://www.ooimachiyura.jp/,https://twitter.com/ooimachiyura,no data,no data,no data,no data,no data,4000円～5000円のコース,飲み放題、3000円以下の飲み放題コース,no data,no data,no data,no data,274,35.6070264,139.7319139,高級和食,https://tabelog.com/tokyo/A1315/A131501/13120584/,魚介料理・海鮮料理
281,3,0,0,1,0,0,2,3,0,TOKYO 鶏そば TOMO,ラーメン、つけ麺,no data,予約不可,東京都品川区東大井6-5-1,JR京浜東北線「大井町駅」下車。東口より池上通りの横断歩道を渡り「品川郵便局」」前を下るとお店の看板が見えてくる。駅からは徒歩７～８分の距離かな。大井町駅から324m,11:30～14:3018:00〜24:00ランチ営業、夜10時以降入店可,日曜日,[夜]～￥999[昼]～￥999,0,999,0,999,[夜]～￥999[昼]～￥999,0,999,0,999,不可,7席（カウンター７席）,7,無,無,カウンター席あり,docomo、au、SoftBank,一人で入りやすい｜知人・友人と,no data,K.ハミルトン（2617）,rito321（0）...店舗情報（'17/07/2919:16）編集履歴を詳しく見る,不可,完全禁煙,no data,no data,no data,http://www.torisoba-tomo.com,no data,2008年12月,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,281,35.6048046,139.7356971,Ｂ級和食,https://tabelog.com/tokyo/A1315/A131501/13059776/,そば
294,3,0,0,3,0,0.4,0,3,0,メロウ,居酒屋,no data,,東京都品川区東大井5-19-9東大井アーバンハイム1F,大井町駅から245m,17:00～翌2:00,不定休,"[夜]￥1,000～￥1,999",1000,1999,,,no data,,,,,no data,no data,,no data,no data,no data,no data,知人・友人と,no data,soramamesan（425）,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,294,35.6056518,139.735884,居酒屋,https://tabelog.com/tokyo/A1315/A131501/13129371/,居酒屋
304,0,3,0,3,0,0.4,0.4,3,0,ふわり,お好み焼き、鉄板焼き、居酒屋,no data,予約可,東京都品川区大井4-1-2ひろせビルB1F,JR京浜東北線大井町駅より徒歩5分／東急大井町線大井町駅より徒歩6分大井町駅から447m,日曜日、祝日　17:00～23:00(L.O.22:30)日曜日、祝日以外　17:00～24:30(L.O.24:00)夜10時以降入店可、日曜営業,不定休,"[夜]￥4,000～￥4,999",4000,4999,,,"[夜]￥3,000～￥3,999",3000,3999,,,可（VISA、MASTER、JCB、AMEX、Diners）,40席,40,有（4人可、6人可、8人可）,無近くにコインパーキングあり,オシャレな空間、落ち着いた空間、席が広い、カップルシートあり、カウンター席あり、座敷あり、掘りごたつあり,docomo、au、SoftBank、Y!mobile,家族・子供と｜知人・友人と,2時間半以上の宴会可、子供可、テイクアウト,雲のかなた（0）,no data,可（20人～50人可）,全面喫煙可,日本酒あり、焼酎あり、ワインあり、カクテルあり、ワインにこだわる,no data,隠れ家レストラン,http://www.fuwari-food.jp/,no data,2012年12月10日,no data,no data,no data,なし,3000円以下のコース、4000円～5000円のコース,4000円～5000円の飲み放題コース,no data,no data,03-6417-1925,no data,304,35.603836,139.732921,居酒屋,https://tabelog.com/tokyo/A1315/A131501/13150902/,居酒屋
306,3,0,0,2.4,1.8,0,0,3,0,屋台屋　博多劇場　大井町店,居酒屋、餃子、焼鳥,no data,予約可,東京都品川区大井1-9-4,ＪＲ京浜東北線大井町駅徒歩1分りんかい線大井町駅徒歩1分大井町駅から125m,月～日16:00～24:00（L.O.23:30）夜10時以降入店可,年中無休,"[夜]￥2,000～￥2,999",2000,2999,,,"[夜]￥2,000～￥2,999",2000,2999,,,不可,57席,57,無,無,カウンター席あり,docomo、au、SoftBank,一人で入りやすい,2時間半以上の宴会可,イノガシラゴロ～（700）,no data,可（20人～50人可）,全面喫煙可,日本酒あり、焼酎あり、ワインあり,no data,隠れ家レストラン、一軒家レストラン,no data,no data,2017年6月21日,no data,no data,no data,no data,no data,3000円～4000円の飲み放題コース,博多劇場の店舗一覧を見る,no data,no data,no data,306,35.5964084,139.7392501,居酒屋,https://tabelog.com/tokyo/A1315/A131501/13209241/,居酒屋
308,3,0,0,1,0,0,2.4,3,0,のりや食堂,ラーメン、つけ麺、中華料理,no data,予約不可,東京都品川区東大井5-19-9アーバンハイム　１Ｆ,JR大井町駅より徒歩3～4分東急大井町線大井町駅より徒歩5～6分大井町駅から248m,[月～金]11：30～14：3017：30～24：00[土・日・祝]11：30～15：0017：30～21：00ランチ営業、夜10時以降入店可、日曜営業,無休,[夜]～￥999[昼]～￥999,0,999,0,999,no data,,,,,不可,21席（カウンター9席、テーブル3卓12席）,21,無,無,カウンター席あり,docomo、au、SoftBank,家族・子供と｜一人で入りやすい｜知人・友人と,子供可,refd3s（1）,ツイストマン（1836）...店舗情報（'12/05/2508:56）東海大相撲（58）...店舗情報（'12/02/1814:00）編集履歴を詳しく見る,不可,完全禁煙,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,308,35.6056125,139.7358822,アジア・エスニック、中華料理,https://tabelog.com/tokyo/A1315/A131501/13001885/,中華料理
309,0,3,0,3,0,0,0.4,2,1,大井更科,そば、うどん、丼もの（その他）,no data,,東京都品川区大井1-24-5,大井町駅から260m,[月～金]11：30～13：3017：00～21：30（L.O.21：00）[土曜日]11：30～14：00ランチ営業,日曜・祝日,"[夜]￥5,000～￥5,999[昼]￥1,000～￥1,999",5000,5999,1000,1999,no data,,,,,no data,no data,,no data,無,no data,SoftBank、docomo,知人・友人と,テイクアウト,ノバンディ（2703）,ツイストマン（1836）...店舗情報（'14/09/0402:04）たべろぐす（6）...店舗情報（'10/05/3101:11）編集履歴を詳しく見る,no data,分煙昼は禁煙。夜は喫煙可です。,日本酒あり、焼酎あり、日本酒にこだわる、焼酎にこだわる,no data,no data,http://www1.cts.ne.jp/~masu/shinagawasoba/ohi.html,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,309,35.6058654,139.7326806,Ｂ級和食,https://tabelog.com/tokyo/A1315/A131501/13008336/,そば
312,0,3,0,1,2,0,0,2,1,青森料理割烹 なか村,割烹・小料理、郷土料理（その他）,no data,予約可,東京都品川区東大井6-5-6,大井町駅から363m,[月～金]11:30～14:0017:30～22:00頃(料理L.O.21:00、飲み物L.O.21:30)[土]17:30～21:30頃(料理飲み物L.O.21:00)夜は要予約ランチ営業,日曜日,"[夜]￥5,000～￥5,999[昼]￥1,000～￥1,999",5000,5999,1000,1999,no data,,,,,no data,20席（テーブル２席（４人）、カウンター１０席ほど）,20,無,no data,落ち着いた空間、カウンター席あり,docomo、au、SoftBank,一人で入りやすい｜知人・友人と,no data,JoJo（2）,ノバンディ（2703）...店舗情報（'16/10/2422:58）ゆみKT（0）...店舗情報（'11/11/2122:27）編集履歴を詳しく見る,no data,no data,日本酒あり,野菜料理にこだわる、魚料理にこだわる,no data,http://aomorinakamura.web.fc2.com/index.htm,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,312,35.6047185,139.7358443,高級和食,https://tabelog.com/tokyo/A1315/A131501/13033505/,割烹・小料理
317,0,3,0,2,1.4,0,0,1,2,牛タン いろ葉,牛タン、居酒屋、焼肉,no data,予約不可,東京都品川区東大井5-3-13,JR京浜東北線大井町駅東口　徒歩１分大井町駅から88m,[月～土]16:00～24:00[日・祝]16:00～23:00夜10時以降入店可、日曜営業,不定休,"[夜]￥4,000～￥4,999",4000,4999,,,"[夜]￥3,000～￥3,999",3000,3999,,,不可,55席,55,無,無,落ち着いた空間、カウンター席あり、座敷あり,docomo、au、SoftBank,知人・友人と,no data,planet-07（1892）,no data,不可,全面喫煙可,日本酒あり、焼酎あり、ワインあり、日本酒にこだわる、焼酎にこだわる、ワインにこだわる,no data,no data,no data,https://www.instagram.com/giroha,2015年5月13日,no data,ご予約承っておりませんご来店されたお客様から順番にご案内させていただきます,no data,お通し代￥250（税抜き）を頂いております。,no data,no data,no data,no data,no data,no data,317,35.6075514,139.7355109,居酒屋,https://tabelog.com/tokyo/A1315/A131501/13181078/,居酒屋
320,0,3,0,1.8,1,0,1,2,1,レインボー ハワイアンテーブル,ハンバーガー、ハンバーグ、ハワイ料理,no data,予約可,東京都品川区大井1-25-3,JR大井町駅中央口より阪急ホテル側へ徒歩3分。光学通り沿いのセブンイレブンの道路向かい側すぐ先になります。大井町駅から299m,[月〜金]11:30～14:30(L.O.14:00）[火〜土]18:00～23:00（料理L.O.21:30/ドリンクL.O.22:30）ランチ営業、夜10時以降入店可,日曜,"[夜]￥5,000～￥5,999[昼]～￥999",5000,5999,0,999,no data,,,,,不可,30席,30,無,無,no data,no data,知人・友人と,no data,ゆうしの（176）,nakanaok（0）...店舗情報（'17/05/0221:19）ぐーぱん（0）...店舗情報（'15/11/2609:02）編集履歴を詳しく見る,可（20人以下可）,完全禁煙貸切時は喫煙可。,no data,no data,no data,no data,https://www.facebook.com/rainbowhawaiiantable,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,320,35.6056627,139.7321806,洋食・西洋料理,https://tabelog.com/tokyo/A1315/A131501/13163767/,ハンバーグ
